antecedent,consequent,support,confidence,lift,pmi,antecedent_size,consequent_size,antecedent_set,consequent_set,rule_type,cuisine_involved,support_scope
"bacon grease, cornmeal, ice cream",cuisine:mexican,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'ice cream', 'cornmeal', 'bacon grease'})",frozenset({'cuisine:mexican'}),ingredient_to_cuisine,mexican,local:mexican
"bacon, char, tagliatelle",cuisine:chinese,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'bacon', 'char', 'tagliatelle'})",frozenset({'cuisine:chinese'}),ingredient_to_cuisine,chinese,local:chinese
"bacon, mahlab",cuisine:cajun_creole,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,2,1,"frozenset({'mahlab', 'bacon'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"basil, butter, cheese",cuisine:indian,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'basil', 'cheese', 'butter'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"basil, chicken, dal",cuisine:chinese,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'basil', 'dal', 'chicken'})",frozenset({'cuisine:chinese'}),ingredient_to_cuisine,chinese,local:chinese
"basil, chicken, gravy",cuisine:chinese,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'gravy', 'chicken', 'basil'})",frozenset({'cuisine:chinese'}),ingredient_to_cuisine,chinese,local:chinese
"basil, lamb, semolina",cuisine:indian,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'basil', 'semolina', 'lamb'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"basil, pasta, seasoning",cuisine:jamaican,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'basil', 'seasoning', 'pasta'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"basil, tofu",cuisine:thai,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,2,1,"frozenset({'basil', 'tofu'})",frozenset({'cuisine:thai'}),ingredient_to_cuisine,thai,local:thai
"bean paste, pancake syrup",cuisine:irish,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,2,1,"frozenset({'bean paste', 'pancake syrup'})",frozenset({'cuisine:irish'}),ingredient_to_cuisine,irish,local:irish
"beans, crabmeat, yeast",cuisine:greek,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'beans', 'crabmeat', 'yeast'})",frozenset({'cuisine:greek'}),ingredient_to_cuisine,greek,local:greek
"beef broth, chocolate, pepper",cuisine:jamaican,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'chocolate', 'beef broth', 'pepper'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"beef broth, cilantro, grape",cuisine:jamaican,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'beef broth', 'cilantro', 'grape'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"beef broth, corn, ginger",cuisine:jamaican,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'beef broth', 'corn', 'ginger'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"beef stock, char, grape",cuisine:chinese,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'grape', 'char', 'beef stock'})",frozenset({'cuisine:chinese'}),ingredient_to_cuisine,chinese,local:chinese
"beef stock, onion, yeast",cuisine:spanish,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'yeast', 'onion', 'beef stock'})",frozenset({'cuisine:spanish'}),ingredient_to_cuisine,spanish,local:spanish
"beef stock, pea, sugar",cuisine:cajun_creole,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'pea', 'sugar', 'beef stock'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"beef stock, rice, shell",cuisine:thai,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'beef stock', 'rice', 'shell'})",frozenset({'cuisine:thai'}),ingredient_to_cuisine,thai,local:thai
"beef stock, sesame oil, sugar",cuisine:cajun_creole,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'sesame oil', 'sugar', 'beef stock'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"beef stock, shell, sugar",cuisine:thai,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'beef stock', 'sugar', 'shell'})",frozenset({'cuisine:thai'}),ingredient_to_cuisine,thai,local:thai
"beef, meat loaf, tikka paste",cuisine:russian,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'meat loaf', 'tikka paste', 'beef'})",frozenset({'cuisine:russian'}),ingredient_to_cuisine,russian,local:russian
"beef, peppercorn, rice",cuisine:thai,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'peppercorn', 'rice', 'beef'})",frozenset({'cuisine:thai'}),ingredient_to_cuisine,thai,local:thai
"bell pepper, vermicelli",cuisine:korean,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,2,1,"frozenset({'bell pepper', 'vermicelli'})",frozenset({'cuisine:korean'}),ingredient_to_cuisine,korean,local:korean
"biscuit mix, cheese, cranberry",cuisine:vietnamese,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'biscuit mix', 'cheese', 'cranberry'})",frozenset({'cuisine:vietnamese'}),ingredient_to_cuisine,vietnamese,local:vietnamese
"biscuit mix, seasoning, sugar",cuisine:indian,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'seasoning', 'biscuit mix', 'sugar'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"bitter gourd, ginger, tikka paste",cuisine:cajun_creole,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'bitter gourd', 'tikka paste', 'ginger'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"bitter gourd, mahlab, meat",cuisine:cajun_creole,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'mahlab', 'bitter gourd', 'meat'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"bitter gourd, meat, mushroom",cuisine:cajun_creole,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'bitter gourd', 'mushroom', 'meat'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"bitter gourd, picante sauce",cuisine:cajun_creole,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,2,1,"frozenset({'bitter gourd', 'picante sauce'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"bitter gourd, pomegranate",cuisine:spanish,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,2,1,"frozenset({'pomegranate', 'bitter gourd'})",frozenset({'cuisine:spanish'}),ingredient_to_cuisine,spanish,local:spanish
"bitter gourd, shrimp, sour cream",cuisine:cajun_creole,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'sour cream', 'shrimp', 'bitter gourd'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"bitter gourd, sour cream, tagliatelle",cuisine:cajun_creole,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'bitter gourd', 'tagliatelle', 'sour cream'})",frozenset({'cuisine:cajun_creole'}),ingredient_to_cuisine,cajun_creole,local:cajun_creole
"borage, cheese, potato",cuisine:thai,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'potato', 'cheese', 'borage'})",frozenset({'cuisine:thai'}),ingredient_to_cuisine,thai,local:thai
"bread, corn, parsley",cuisine:indian,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'parsley', 'corn', 'bread'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"broth, chicken, shrimp stock",cuisine:korean,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'chicken', 'broth', 'shrimp stock'})",frozenset({'cuisine:korean'}),ingredient_to_cuisine,korean,local:korean
"brown rice flour, vermicelli, yeast",cuisine:moroccan,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'yeast', 'vermicelli', 'brown rice flour'})",frozenset({'cuisine:moroccan'}),ingredient_to_cuisine,moroccan,local:moroccan
"brown rice, chicken broth, cucumber",cuisine:jamaican,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'cucumber', 'brown rice', 'chicken broth'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"brown rice, chocolate, pasta",cuisine:jamaican,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'chocolate', 'brown rice', 'pasta'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"brown rice, cilantro",cuisine:jamaican,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,2,1,"frozenset({'brown rice', 'cilantro'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"brown rice, milk, tagliatelle",cuisine:jamaican,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'brown rice', 'tagliatelle', 'milk'})",frozenset({'cuisine:jamaican'}),ingredient_to_cuisine,jamaican,local:jamaican
"brussels sprouts, chocolate glaze",cuisine:vietnamese,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,2,1,"frozenset({'brussels sprouts', 'chocolate glaze'})",frozenset({'cuisine:vietnamese'}),ingredient_to_cuisine,vietnamese,local:vietnamese
"bun, corn flour",cuisine:indian,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,2,1,"frozenset({'bun', 'corn flour'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"bun, corn flour, sugar",cuisine:indian,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'bun', 'corn flour', 'sugar'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"bun, grape, lentil",cuisine:indian,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'bun', 'lentil', 'grape'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"butter, caster sugar, duck",cuisine:indian,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'caster sugar', 'duck', 'butter'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"butter, chips, seasoning",cuisine:indian,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'seasoning', 'chips', 'butter'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
"butter, cornmeal, mushroom",cuisine:indian,0.0008565310492505353,0.7272727272727273,14.545454545454545,3.862496476250065,3,1,"frozenset({'mushroom', 'butter', 'cornmeal'})",frozenset({'cuisine:indian'}),ingredient_to_cuisine,indian,local:indian
